Time,"T","gammaNodes","material","Points:0","Points:1","Points:2"
10.05,56.687,0,1,-6,0,0.12499
10.05,56.72,0,1,-5.988,0,0.12499
10.05,56.752,0,1,-5.976,0,0.12499
10.05,56.785,0,1,-5.964,0,0.12499
10.05,56.818,0,1,-5.952,0,0.12499
10.05,56.85,0,1,-5.94,0,0.12499
10.05,56.883,0,1,-5.928,0,0.12499
10.05,56.916,0,1,-5.916,0,0.12499
10.05,56.948,0,1,-5.904,0,0.12499
10.05,56.981,0,1,-5.892,0,0.12499
10.05,57.014,0,1,-5.88,0,0.12499
10.05,57.046,0,1,-5.868,0,0.12499
10.05,57.063,0,1,-5.856,0,0.12499
10.05,57.072,0,1,-5.844,0,0.12499
10.05,57.081,0,1,-5.832,0,0.12499
10.05,57.091,0,1,-5.82,0,0.12499
10.05,57.1,0,1,-5.808,0,0.12499
10.05,57.109,0,1,-5.796,0,0.12499
10.05,57.119,0,1,-5.784,0,0.12499
10.05,57.128,0,1,-5.772,0,0.12499
10.05,57.137,0,1,-5.76,0,0.12499
10.05,57.147,0,1,-5.748,0,0.12499
10.05,57.156,0,1,-5.736,0,0.12499
10.05,57.163,0,1,-5.724,0,0.12499
10.05,57.168,0,1,-5.712,0,0.12499
10.05,57.173,0,1,-5.7,0,0.12499
10.05,57.179,0,1,-5.688,0,0.12499
10.05,57.184,0,1,-5.676,0,0.12499
10.05,57.189,0,1,-5.664,0,0.12499
10.05,57.194,0,1,-5.652,0,0.12499
10.05,57.199,0,1,-5.64,0,0.12499
10.05,57.204,0,1,-5.628,0,0.12499
10.05,57.209,0,1,-5.616,0,0.12499
10.05,57.214,0,1,-5.604,0,0.12499
10.05,57.219,0,1,-5.592,0,0.12499
10.05,57.224,0,1,-5.58,0,0.12499
10.05,57.229,0,1,-5.568,0,0.12499
10.05,57.234,0,1,-5.556,0,0.12499
10.05,57.239,0,1,-5.544,0,0.12499
10.05,57.245,0,1,-5.532,0,0.12499
10.05,57.25,0,1,-5.52,0,0.12499
10.05,57.255,0,1,-5.508,0,0.12499
10.05,57.26,0,1,-5.496,0,0.12499
10.05,57.265,0,1,-5.484,0,0.12499
10.05,57.271,0,1,-5.472,0,0.12499
10.05,57.276,0,1,-5.46,0,0.12499
10.05,57.282,0,1,-5.448,0,0.12499
10.05,57.289,0,1,-5.436,0,0.12499
10.05,57.295,0,1,-5.424,0,0.12499
10.05,57.302,0,1,-5.412,0,0.12499
10.05,57.309,0,1,-5.4,0,0.12499
10.05,57.316,0,1,-5.388,0,0.12499
10.05,57.324,0,1,-5.376,0,0.12499
10.05,57.332,0,1,-5.364,0,0.12499
10.05,57.341,0,1,-5.352,0,0.12499
10.05,57.349,0,1,-5.34,0,0.12499
10.05,57.357,0,1,-5.328,0,0.12499
10.05,57.367,0,1,-5.316,0,0.12499
10.05,57.379,0,1,-5.304,0,0.12499
10.05,57.391,0,1,-5.292,0,0.12499
10.05,57.403,0,1,-5.28,0,0.12499
10.05,57.415,0,1,-5.268,0,0.12499
10.05,57.426,0,1,-5.256,0,0.12499
10.05,57.454,0,1,-5.244,0,0.12499
10.05,57.486,0,1,-5.232,0,0.12499
10.05,57.518,0,1,-5.22,0,0.12499
10.05,57.55,0,1,-5.208,0,0.12499
10.05,57.582,0,1,-5.196,0,0.12499
10.05,57.677,0,1,-5.184,0,0.12499
10.05,58.149,0,1,-5.172,0,0.12499
10.05,58.621,0,1,-5.16,0,0.12499
10.05,59.093,0,1,-5.148,0,0.12499
10.05,59.565,0,1,-5.136,0,0.12499
10.05,60.037,0,1,-5.124,0,0.12499
10.05,63.885,0,1,-5.112,0,0.12499
10.05,71.272,0,1,-5.1,0,0.12499
10.05,78.66,0,1,-5.088,0,0.12499
10.05,102.63,0,1,-5.076,0,0.12499
10.05,135.12,0,1,-5.064,0,0.12499
10.05,167.61,0,1,-5.052,0,0.12499
10.05,231.99,0,1,-5.04,0,0.12499
10.05,302.76,0,1,-5.028,0,0.12499
10.05,317.98,0,1,-5.016,0,0.12499
10.05,314.7,0,1,-5.004,0,0.12499
10.05,313.09,0,0,-4.992,0,0.12499
10.05,312.33,0,0,-4.98,0,0.12499
10.05,312.37,0,0,-4.968,0,0.12499
10.05,312.98,0,0,-4.956,0,0.12499
10.05,314.12,0,0,-4.944,0,0.12499
10.05,315.78,0,0,-4.932,0,0.12499
10.05,317.75,0,0,-4.92,0,0.12499
10.05,320.15,0,0,-4.908,0,0.12499
10.05,322.69,0,0,-4.896,0,0.12499
10.05,325.54,0,0,-4.884,0,0.12499
10.05,328.45,0,0,-4.872,0,0.12499
10.05,331.56,0,0,-4.86,0,0.12499
10.05,334.68,0,0,-4.848,0,0.12499
10.05,337.9,0,0,-4.836,0,0.12499
10.05,341.12,0,0,-4.824,0,0.12499
10.05,344.35,0,0,-4.812,0,0.12499
10.05,347.58,0,0,-4.8,0,0.12499
10.05,350.75,0,0,-4.788,0,0.12499
10.05,353.92,0,0,-4.776,0,0.12499
10.05,356.98,0,0,-4.764,0,0.12499
10.05,360.04,0,0,-4.752,0,0.12499
10.05,362.96,0,0,-4.74,0,0.12499
10.05,365.87,0,0,-4.728,0,0.12499
10.05,368.63,0,0,-4.716,0,0.12499
10.05,371.36,0,0,-4.704,0,0.12499
10.05,373.95,0,0,-4.692,0,0.12499
10.05,376.49,0,0,-4.68,0,0.12499
10.05,378.9,0,0,-4.668,0,0.12499
10.05,381.23,0,0,-4.656,0,0.12499
10.05,383.46,0,0,-4.644,0,0.12499
10.05,385.59,0,0,-4.632,0,0.12499
10.05,387.64,0,0,-4.62,0,0.12499
10.05,389.57,0,0,-4.608,0,0.12499
10.05,391.43,0,0,-4.596,0,0.12499
10.05,393.16,0,0,-4.584,0,0.12499
10.05,394.85,0,0,-4.572,0,0.12499
10.05,396.4,0,0,-4.56,0,0.12499
10.05,397.92,0,0,-4.548,0,0.12499
10.05,399.29,0,0,-4.536,0,0.12499
10.05,400.65,0,0,-4.524,0,0.12499
10.05,401.85,0,0,-4.512,0,0.12499
10.05,403.06,0,0,-4.5,0,0.12499
10.05,404.11,0,0,-4.488,0,0.12499
10.05,405.16,0,0,-4.476,0,0.12499
10.05,406.08,0,0,-4.464,0,0.12499
10.05,406.98,0,0,-4.452,0,0.12499
10.05,407.78,0,0,-4.44,0,0.12499
10.05,408.56,0,0,-4.428,0,0.12499
10.05,409.24,0,0,-4.416,0,0.12499
10.05,409.9,0,0,-4.404,0,0.12499
10.05,410.49,0,0,-4.392,0,0.12499
10.05,411.04,0,0,-4.38,0,0.12499
10.05,411.54,0,0,-4.368,0,0.12499
10.05,412,0,0,-4.356,0,0.12499
10.05,412.43,0,0,-4.344,0,0.12499
10.05,412.81,0,0,-4.332,0,0.12499
10.05,413.17,0,0,-4.32,0,0.12499
10.05,413.5,0,0,-4.308,0,0.12499
10.05,413.81,0,0,-4.296,0,0.12499
10.05,414.1,0,0,-4.284,0,0.12499
10.05,414.38,0,0,-4.272,0,0.12499
10.05,414.64,0,0,-4.26,0,0.12499
10.05,414.9,0,0,-4.248,0,0.12499
10.05,415.16,0,0,-4.236,0,0.12499
10.05,415.41,0,0,-4.224,0,0.12499
10.05,415.69,0,0,-4.212,0,0.12499
10.05,415.96,0,0,-4.2,0,0.12499
10.05,416.26,0,0,-4.188,0,0.12499
10.05,416.56,0,0,-4.176,0,0.12499
10.05,416.9,0,0,-4.164,0,0.12499
10.05,417.24,0,0,-4.152,0,0.12499
10.05,417.61,0,0,-4.14,0,0.12499
10.05,418,0,0,-4.128,0,0.12499
10.05,418.41,0,0,-4.116,0,0.12499
10.05,418.83,0,0,-4.104,0,0.12499
10.05,419.28,0,0,-4.092,0,0.12499
10.05,419.75,0,0,-4.08,0,0.12499
10.05,420.23,0,0,-4.068,0,0.12499
10.05,420.73,0,0,-4.056,0,0.12499
10.05,421.24,0,0,-4.044,0,0.12499
10.05,421.76,0,0,-4.032,0,0.12499
10.05,422.29,0,0,-4.02,0,0.12499
10.05,422.83,0,0,-4.008,0,0.12499
10.05,423.38,0,0,-3.996,0,0.12499
10.05,423.94,0,0,-3.984,0,0.12499
10.05,424.5,0,0,-3.972,0,0.12499
10.05,425.06,0,0,-3.96,0,0.12499
10.05,425.63,0,0,-3.948,0,0.12499
10.05,426.19,0,0,-3.936,0,0.12499
10.05,426.75,0,0,-3.924,0,0.12499
10.05,427.31,0,0,-3.912,0,0.12499
10.05,427.87,0,0,-3.9,0,0.12499
10.05,428.42,0,0,-3.888,0,0.12499
10.05,428.97,0,0,-3.876,0,0.12499
10.05,429.51,0,0,-3.864,0,0.12499
10.05,430.05,0,0,-3.852,0,0.12499
10.05,430.58,0,0,-3.84,0,0.12499
10.05,431.11,0,0,-3.828,0,0.12499
10.05,431.63,0,0,-3.816,0,0.12499
10.05,432.15,0,0,-3.804,0,0.12499
10.05,432.66,0,0,-3.792,0,0.12499
10.05,433.16,0,0,-3.78,0,0.12499
10.05,433.66,0,0,-3.768,0,0.12499
10.05,434.16,0,0,-3.756,0,0.12499
10.05,434.66,0,0,-3.744,0,0.12499
10.05,435.15,0,0,-3.732,0,0.12499
10.05,435.64,0,0,-3.72,0,0.12499
10.05,436.12,0,0,-3.708,0,0.12499
10.05,436.61,0,0,-3.696,0,0.12499
10.05,437.1,0,0,-3.684,0,0.12499
10.05,437.58,0,0,-3.672,0,0.12499
10.05,438.07,0,0,-3.66,0,0.12499
10.05,438.56,0,0,-3.648,0,0.12499
10.05,439.06,0,0,-3.636,0,0.12499
10.05,439.55,0,0,-3.624,0,0.12499
10.05,440.05,0,0,-3.612,0,0.12499
10.05,440.55,0,0,-3.6,0,0.12499
10.05,441.06,0,0,-3.588,0,0.12499
10.05,441.57,0,0,-3.576,0,0.12499
10.05,442.08,0,0,-3.564,0,0.12499
10.05,442.6,0,0,-3.552,0,0.12499
10.05,443.12,0,0,-3.54,0,0.12499
10.05,443.65,0,0,-3.528,0,0.12499
10.05,444.18,0,0,-3.516,0,0.12499
10.05,444.71,0,0,-3.504,0,0.12499
10.05,445.24,0,0,-3.492,0,0.12499
10.05,445.78,0,0,-3.48,0,0.12499
10.05,446.31,0,0,-3.468,0,0.12499
10.05,446.85,0,0,-3.456,0,0.12499
10.05,447.38,0,0,-3.444,0,0.12499
10.05,447.91,0,0,-3.432,0,0.12499
10.05,448.44,0,0,-3.42,0,0.12499
10.05,448.97,0,0,-3.408,0,0.12499
10.05,449.49,0,0,-3.396,0,0.12499
10.05,450.01,0,0,-3.384,0,0.12499
10.05,450.52,0,0,-3.372,0,0.12499
10.05,451.04,0,0,-3.36,0,0.12499
10.05,451.55,0,0,-3.348,0,0.12499
10.05,452.05,0,0,-3.336,0,0.12499
10.05,452.56,0,0,-3.324,0,0.12499
10.05,453.06,0,0,-3.312,0,0.12499
10.05,453.57,0,0,-3.3,0,0.12499
10.05,454.08,0,0,-3.288,0,0.12499
10.05,454.59,0,0,-3.276,0,0.12499
10.05,455.11,0,0,-3.264,0,0.12499
10.05,455.63,0,0,-3.252,0,0.12499
10.05,456.16,0,0,-3.24,0,0.12499
10.05,456.69,0,0,-3.228,0,0.12499
10.05,457.22,0,0,-3.216,0,0.12499
10.05,457.77,0,0,-3.204,0,0.12499
10.05,458.32,0,0,-3.192,0,0.12499
10.05,458.87,0,0,-3.18,0,0.12499
10.05,459.43,0,0,-3.168,0,0.12499
10.05,460,0,0,-3.156,0,0.12499
10.05,460.57,0,0,-3.144,0,0.12499
10.05,461.14,0,0,-3.132,0,0.12499
10.05,461.72,0,0,-3.12,0,0.12499
10.05,462.3,0,0,-3.108,0,0.12499
10.05,462.89,0,0,-3.096,0,0.12499
10.05,463.48,0,0,-3.084,0,0.12499
10.05,464.07,0,0,-3.072,0,0.12499
10.05,464.67,0,0,-3.06,0,0.12499
10.05,465.27,0,0,-3.048,0,0.12499
10.05,465.87,0,0,-3.036,0,0.12499
10.05,466.48,0,0,-3.024,0,0.12499
10.05,467.09,0,0,-3.012,0,0.12499
10.05,467.7,0,0,-3,0,0.12499
10.05,468.32,0,0,-2.988,0,0.12499
10.05,468.93,0,0,-2.976,0,0.12499
10.05,469.56,0,0,-2.964,0,0.12499
10.05,470.18,0,0,-2.952,0,0.12499
10.05,470.81,0,0,-2.94,0,0.12499
10.05,471.44,0,0,-2.928,0,0.12499
10.05,472.07,0,0,-2.916,0,0.12499
10.05,472.7,0,0,-2.904,0,0.12499
10.05,473.34,0,0,-2.892,0,0.12499
10.05,473.98,0,0,-2.88,0,0.12499
10.05,474.63,0,0,-2.868,0,0.12499
10.05,475.27,0,0,-2.856,0,0.12499
10.05,475.92,0,0,-2.844,0,0.12499
10.05,476.57,0,0,-2.832,0,0.12499
10.05,477.23,0,0,-2.82,0,0.12499
10.05,477.88,0,0,-2.808,0,0.12499
10.05,478.54,0,0,-2.796,0,0.12499
10.05,479.19,0,0,-2.784,0,0.12499
10.05,479.85,0,0,-2.772,0,0.12499
10.05,480.51,0,0,-2.76,0,0.12499
10.05,481.16,0,0,-2.748,0,0.12499
10.05,481.82,0,0,-2.736,0,0.12499
10.05,482.48,0,0,-2.724,0,0.12499
10.05,483.13,0,0,-2.712,0,0.12499
10.05,483.78,0,0,-2.7,0,0.12499
10.05,484.42,0,0,-2.688,0,0.12499
10.05,485.07,0,0,-2.676,0,0.12499
10.05,485.71,0,0,-2.664,0,0.12499
10.05,486.34,0,0,-2.652,0,0.12499
10.05,486.96,0,0,-2.64,0,0.12499
10.05,487.59,0,0,-2.628,0,0.12499
10.05,488.19,0,0,-2.616,0,0.12499
10.05,488.8,0,0,-2.604,0,0.12499
10.05,489.39,0,0,-2.592,0,0.12499
10.05,489.98,0,0,-2.58,0,0.12499
10.05,490.56,0,0,-2.568,0,0.12499
10.05,491.14,0,0,-2.556,0,0.12499
10.05,491.7,0,0,-2.544,0,0.12499
10.05,492.27,0,0,-2.532,0,0.12499
10.05,492.83,0,0,-2.52,0,0.12499
10.05,493.4,0,0,-2.508,0,0.12499
10.05,493.97,0,0,-2.496,0,0.12499
10.05,494.55,0,0,-2.484,0,0.12499
10.05,495.13,0,0,-2.472,0,0.12499
10.05,495.73,0,0,-2.46,0,0.12499
10.05,496.34,0,0,-2.448,0,0.12499
10.05,496.97,0,0,-2.436,0,0.12499
10.05,497.6,0,0,-2.424,0,0.12499
10.05,498.25,0,0,-2.412,0,0.12499
10.05,498.91,0,0,-2.4,0,0.12499
10.05,499.58,0,0,-2.388,0,0.12499
10.05,500.26,0,0,-2.376,0,0.12499
10.05,500.96,0,0,-2.364,0,0.12499
10.05,501.65,0,0,-2.352,0,0.12499
10.05,502.36,0,0,-2.34,0,0.12499
10.05,503.07,0,0,-2.328,0,0.12499
10.05,503.8,0,0,-2.316,0,0.12499
10.05,504.52,0,0,-2.304,0,0.12499
10.05,505.25,0,0,-2.292,0,0.12499
10.05,505.99,0,0,-2.28,0,0.12499
10.05,506.73,0,0,-2.268,0,0.12499
10.05,507.47,0,0,-2.256,0,0.12499
10.05,508.22,0,0,-2.244,0,0.12499
10.05,508.97,0,0,-2.232,0,0.12499
10.05,509.73,0,0,-2.22,0,0.12499
10.05,510.49,0,0,-2.208,0,0.12499
10.05,511.25,0,0,-2.196,0,0.12499
10.05,512.01,0,0,-2.184,0,0.12499
10.05,512.78,0,0,-2.172,0,0.12499
10.05,513.55,0,0,-2.16,0,0.12499
10.05,514.33,0,0,-2.148,0,0.12499
10.05,515.11,0,0,-2.136,0,0.12499
10.05,515.88,0,0,-2.124,0,0.12499
10.05,516.67,0,0,-2.112,0,0.12499
10.05,517.45,0,0,-2.1,0,0.12499
10.05,518.24,0,0,-2.088,0,0.12499
10.05,519.03,0,0,-2.076,0,0.12499
10.05,519.82,0,0,-2.064,0,0.12499
10.05,520.62,0,0,-2.052,0,0.12499
10.05,521.42,0,0,-2.04,0,0.12499
10.05,522.21,0,0,-2.028,0,0.12499
10.05,523.02,0,0,-2.016,0,0.12499
10.05,523.82,0,0,-2.004,0,0.12499
10.05,524.62,0,0,-1.992,0,0.12499
10.05,525.43,0,0,-1.98,0,0.12499
10.05,526.23,0,0,-1.968,0,0.12499
10.05,527.04,0,0,-1.956,0,0.12499
10.05,527.85,0,0,-1.944,0,0.12499
10.05,528.65,0,0,-1.932,0,0.12499
10.05,529.46,0,0,-1.92,0,0.12499
10.05,530.26,0,0,-1.908,0,0.12499
10.05,531.06,0,0,-1.896,0,0.12499
10.05,531.86,0,0,-1.884,0,0.12499
10.05,532.65,0,0,-1.872,0,0.12499
10.05,533.43,0,0,-1.86,0,0.12499
10.05,534.21,0,0,-1.848,0,0.12499
10.05,534.97,0,0,-1.836,0,0.12499
10.05,535.73,0,0,-1.824,0,0.12499
10.05,536.46,0,0,-1.812,0,0.12499
10.05,537.19,0,0,-1.8,0,0.12499
10.05,537.89,0,0,-1.788,0,0.12499
10.05,538.58,0,0,-1.776,0,0.12499
10.05,539.25,0,0,-1.764,0,0.12499
10.05,539.91,0,0,-1.752,0,0.12499
10.05,540.54,0,0,-1.74,0,0.12499
10.05,541.17,0,0,-1.728,0,0.12499
10.05,541.79,0,0,-1.716,0,0.12499
10.05,542.41,0,0,-1.704,0,0.12499
10.05,543.06,0,0,-1.692,0,0.12499
10.05,543.71,0,0,-1.68,0,0.12499
10.05,544.4,0,0,-1.668,0,0.12499
10.05,545.11,0,0,-1.656,0,0.12499
10.05,545.85,0,0,-1.644,0,0.12499
10.05,546.61,0,0,-1.632,0,0.12499
10.05,547.39,0,0,-1.62,0,0.12499
10.05,548.2,0,0,-1.608,0,0.12499
10.05,549.02,0,0,-1.596,0,0.12499
10.05,549.86,0,0,-1.584,0,0.12499
10.05,550.7,0,0,-1.572,0,0.12499
10.05,551.57,0,0,-1.56,0,0.12499
10.05,552.43,0,0,-1.548,0,0.12499
10.05,553.31,0,0,-1.536,0,0.12499
10.05,554.2,0,0,-1.524,0,0.12499
10.05,555.09,0,0,-1.512,0,0.12499
10.05,555.99,0,0,-1.5,0,0.12499
10.05,556.89,0,0,-1.488,0,0.12499
10.05,557.8,0,0,-1.476,0,0.12499
10.05,558.71,0,0,-1.464,0,0.12499
10.05,559.63,0,0,-1.452,0,0.12499
10.05,560.55,0,0,-1.44,0,0.12499
10.05,561.47,0,0,-1.428,0,0.12499
10.05,562.4,0,0,-1.416,0,0.12499
10.05,563.33,0,0,-1.404,0,0.12499
10.05,564.26,0,0,-1.392,0,0.12499
10.05,565.2,0,0,-1.38,0,0.12499
10.05,566.14,0,0,-1.368,0,0.12499
10.05,567.08,0,0,-1.356,0,0.12499
10.05,568.03,0,0,-1.344,0,0.12499
10.05,568.98,0,0,-1.332,0,0.12499
10.05,569.94,0,0,-1.32,0,0.12499
10.05,570.89,0,0,-1.308,0,0.12499
10.05,571.85,0,0,-1.296,0,0.12499
10.05,572.82,0,0,-1.284,0,0.12499
10.05,573.78,0,0,-1.272,0,0.12499
10.05,574.75,0,0,-1.26,0,0.12499
10.05,575.72,0,0,-1.248,0,0.12499
10.05,576.7,0,0,-1.236,0,0.12499
10.05,577.68,0,0,-1.224,0,0.12499
10.05,578.66,0,0,-1.212,0,0.12499
10.05,579.64,0,0,-1.2,0,0.12499
10.05,580.63,0,0,-1.188,0,0.12499
10.05,581.61,0,0,-1.176,0,0.12499
10.05,582.61,0,0,-1.164,0,0.12499
10.05,583.6,0,0,-1.152,0,0.12499
10.05,584.59,0,0,-1.14,0,0.12499
10.05,585.58,0,0,-1.128,0,0.12499
10.05,586.58,0,0,-1.116,0,0.12499
10.05,587.57,0,0,-1.104,0,0.12499
10.05,588.56,0,0,-1.092,0,0.12499
10.05,589.54,0,0,-1.08,0,0.12499
10.05,590.52,0,0,-1.068,0,0.12499
10.05,591.49,0,0,-1.056,0,0.12499
10.05,592.45,0,0,-1.044,0,0.12499
10.05,593.39,0,0,-1.032,0,0.12499
10.05,594.32,0,0,-1.02,0,0.12499
10.05,595.22,0,0,-1.008,0,0.12499
10.05,596.09,0,0,-0.996,0,0.12499
10.05,596.93,0,0,-0.984,0,0.12499
10.05,597.73,0,0,-0.972,0,0.12499
10.05,598.47,0,0,-0.96,0,0.12499
10.05,599.19,0,0,-0.948,0,0.12499
10.05,599.83,0,0,-0.936,0,0.12499
10.05,600.45,0,0,-0.924,0,0.12499
10.05,601.02,0,0,-0.912,0,0.12499
10.05,601.59,0,0,-0.9,0,0.12499
10.05,602.28,0,0,-0.888,0,0.12499
10.05,602.96,0,0,-0.876,0,0.12499
10.05,603.8,0,0,-0.864,0,0.12499
10.05,604.65,0,0,-0.852,0,0.12499
10.05,605.59,0,0,-0.84,0,0.12499
10.05,606.55,0,0,-0.828,0,0.12499
10.05,607.55,0,0,-0.816,0,0.12499
10.05,608.57,0,0,-0.804,0,0.12499
10.05,609.61,0,0,-0.792,0,0.12499
10.05,610.66,0,0,-0.78,0,0.12499
10.05,611.72,0,0,-0.768,0,0.12499
10.05,612.79,0,0,-0.756,0,0.12499
10.05,613.87,0,0,-0.744,0,0.12499
10.05,614.95,0,0,-0.732,0,0.12499
10.05,616.04,0,0,-0.72,0,0.12499
10.05,617.14,0,0,-0.708,0,0.12499
10.05,618.24,0,0,-0.696,0,0.12499
10.05,619.35,0,0,-0.684,0,0.12499
10.05,620.46,0,0,-0.672,0,0.12499
10.05,621.57,0,0,-0.66,0,0.12499
10.05,622.69,0,0,-0.648,0,0.12499
10.05,623.81,0,0,-0.636,0,0.12499
10.05,624.94,0,0,-0.624,0,0.12499
10.05,626.07,0,0,-0.612,0,0.12499
10.05,627.2,0,0,-0.6,0,0.12499
10.05,628.34,0,0,-0.588,0,0.12499
10.05,629.48,0,0,-0.576,0,0.12499
10.05,630.62,0,0,-0.564,0,0.12499
10.05,631.77,0,0,-0.552,0,0.12499
10.05,632.93,0,0,-0.54,0,0.12499
10.05,634.08,0,0,-0.528,0,0.12499
10.05,635.24,0,0,-0.516,0,0.12499
10.05,636.41,0,0,-0.504,0,0.12499
10.05,637.58,0,0,-0.492,0,0.12499
10.05,638.75,0,0,-0.48,0,0.12499
10.05,639.92,0,0,-0.468,0,0.12499
10.05,641.1,0,0,-0.456,0,0.12499
10.05,642.29,0,0,-0.444,0,0.12499
10.05,643.48,0,0,-0.432,0,0.12499
10.05,644.67,0,0,-0.42,0,0.12499
10.05,645.86,0,0,-0.408,0,0.12499
10.05,647.06,0,0,-0.396,0,0.12499
10.05,648.27,0,0,-0.384,0,0.12499
10.05,649.47,0,0,-0.372,0,0.12499
10.05,650.69,0,0,-0.36,0,0.12499
10.05,651.9,0,0,-0.348,0,0.12499
10.05,653.12,0,0,-0.336,0,0.12499
10.05,654.34,0,0,-0.324,0,0.12499
10.05,655.57,0,0,-0.312,0,0.12499
10.05,656.8,0,0,-0.3,0,0.12499
10.05,658.04,0,0,-0.288,0,0.12499
10.05,659.28,0,0,-0.276,0,0.12499
10.05,660.53,0,0,-0.264,0,0.12499
10.05,661.78,0,0,-0.252,0,0.12499
10.05,663.03,0,0,-0.24,0,0.12499
10.05,664.29,0,0,-0.228,0,0.12499
10.05,665.55,0,0,-0.216,0,0.12499
10.05,666.81,0,0,-0.204,0,0.12499
10.05,668.08,0,0,-0.192,0,0.12499
10.05,669.36,0,0,-0.18,0,0.12499
10.05,670.64,0,0,-0.168,0,0.12499
10.05,671.92,0,0,-0.156,0,0.12499
10.05,673.2,0,0,-0.144,0,0.12499
10.05,674.5,0,0,-0.132,0,0.12499
10.05,675.79,0,0,-0.12,0,0.12499
